AGNT_EMP_NO,HIRE_DT,PARTNER,SITE_DESC,LOCATION,NO_DAYS_AFTER_HIRE,FLAG_ATTRITION,PASS_FAIL,Month1Diff,Month2Diff,Month3Diff,Month4Diff,Month5Diff,Month6Diff,Month7Diff,Month8Diff,Month9Diff,Month10Diff,Month11Diff,Month12Diff,LockDiff,RESULTS,LOB,PF_SEGMENT_QUARTILE1,PF_SEGMENT_QUARTILE2,PF_SEGMENT_QUARTILE3,PF_SEGMENT_QUARTILE4,PF_SEGMENT_QUARTILE5,PF_SEGMENT_QUARTILE6,PF_SEGMENT_QUARTILE7,PF_SEGMENT_QUARTILE8,PF_SEGMENT_QUARTILE9,PF_SEGMENT_QUARTILE10,PF_SEGMENT_QUARTILE11,PF_SEGMENT_QUARTILE12,ABT_AHT1,ABT_AHT2,ABT_AHT3,ABT_AHT4,ABT_AHT5,ABT_AHT6,ABT_AHT7,ABT_AHT8,ABT_AHT9,ABT_AHT10,ABT_AHT11,ABT_AHT12,FCR71,FCR72,FCR73,FCR74,FCR75,FCR76,FCR77,FCR78,FCR79,FCR710,FCR711,FCR712,SR_60D1,SR_60D2,SR_60D3,SR_60D4,SR_60D5,SR_60D6,SR_60D7,SR_60D8,SR_60D9,SR_60D10,SR_60D11,SR_60D12,AGNT_SEGMENT_NM_Month_1,AGNT_SEGMENT_NM_Month_2,AGNT_SEGMENT_NM_Month_3,AGNT_SEGMENT_NM_Month_4,AGNT_SEGMENT_NM_Month_5,AGNT_SEGMENT_NM_Month_6,AGNT_SEGMENT_NM_Month_7,AGNT_SEGMENT_NM_Month_8,AGNT_SEGMENT_NM_Month_9,AGNT_SEGMENT_NM_Month_10,AGNT_SEGMENT_NM_Month_11,AGNT_SEGMENT_NM_Month_12,AGNT_SEGMENT_NM_Month_13,DEPT_NM_Month_1,DEPT_NM_Month_2,DEPT_NM_Month_3,DEPT_NM_Month_4,DEPT_NM_Month_5,DEPT_NM_Month_6,DEPT_NM_Month_7,DEPT_NM_Month_8,DEPT_NM_Month_9,DEPT_NM_Month_10,DEPT_NM_Month_11,DEPT_NM_Month_12,DEPT_NM_Month_13
EZ28583,28-Aug-17,,Nordia - Nanaimo,ONSHORE,25,1,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,,,,,,,,,,,,,Loyalty Inbound,,,,
EZ28584,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,150,1,FAIL,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,NOT RECOMMENDED,BRS,,,,,,,,,1,4,4,4,,,,,,,,,1205.133333,1636.335025,1434.179738,1277.457983,,,,,,,,,,,,,,,,,,,,,,,0.647894,0.680217,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28585,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,1,4,4,,,,,,,,,1506.928571,1140.391791,1075.833746,1152.46768,,,,,,,,,,,,,,,,,,,,,,,0.637443,0.717724,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28586,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,3,1,4,4,,,,,,,,,1250.571428,1143.075396,906.403587,1061.909574,,,,,,,,,,,,,,,,,,,,,,,0.64759,0.746916,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28587,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,STRONGLY RECOMMENDED,BRS,,,,,,,,,1,4,3,3,,,,,,,,,1306.235294,1280.352112,868.361746,876.700421,,,,,,,,,,,,,,,,,,,,,,,0.733063,0.731644,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28588,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,4,4,4,,,,,,,,,761.826086,1036.08,931.789041,889.100208,,,,,,,,,,,,,,,,,,,,,,,0.569106,0.716464,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28589,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,3,4,4,3,,,,,,,,,864.904761,1433.784037,1097.288288,1018.279176,,,,,,,,,,,,,,,,,,,,,,,0.63725,0.689875,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28590,28-Aug-17,Nordia,Nordia - Nanaimo,ONSHORE,0,0,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED,BRS,,,,,,,,,2,1,4,4,,,,,,,,,1175.315789,1286.225806,857.386416,822.452716,,,,,,,,,,,,,,,,,,,,,,,0.652091,0.691919,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28591,28-Aug-17,,Nordia - Nanaimo,ONSHORE,34,1,PASS,-209,-181,-150,-120,-89,-59,-28,3,33,64,94,125,-119,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,Retention L1,,,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,,,
EZ28599,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,31,1,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,,2,,,,,,,,,,,,1678.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,,,,,,,,,,,,,Loyalty Inbound,,,
EZ28600,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,BRS,,,,,,,,,,4,3,3,,,,,,,,,,1891.488888,1683.978102,1665.351351,,,,,,,,,,,,,,,,,,,,,,,,0.638115,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28601,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1263.195767,1182.209809,1270.425595,,,,,,,,,,,,,,,,,,,,,,,,0.628569,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28602,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,BRS,,,,,,,,,,1,4,3,,,,,,,,,,1078.104712,940.296758,1047.159144,,,,,,,,,,,,,,,,,,,,,,,,0.610628,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28603,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1187.391534,1036.113953,1069.959183,,,,,,,,,,,,,,,,,,,,,,,,0.610051,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28604,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,97,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1511.363636,1127.232686,1033.86,,,,,,,,,,,,,,,,,,,,,,,,0.571655,,,,,,,,,,Retention L1,Retention L1,Retention L1,,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,
EZ28606,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,BRS,,,,,,,,,,4,4,,,,,,,,,,,1651.019607,1404.556756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28607,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,BRS,,,,,,,,,,4,4,3,,,,,,,,,,1568.385093,1261.551136,1130.670391,,,,,,,,,,,,,,,,,,,,,,,,0.604764,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28608,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,,2,4,4,,,,,,,,,,1675.777777,1569.97551,1442.874345,,,,,,,,,,,,,,,,,,,,,,,,0.657138,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28609,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,3,4,4,,,,,,,,,,1328.558659,995.011312,1071.056097,,,,,,,,,,,,,,,,,,,,,,,,0.575054,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28610,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1549.630573,1343.153409,1376.687315,,,,,,,,,,,,,,,,,,,,,,,,0.604846,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28611,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1201.404255,1008.160427,1148.251445,,,,,,,,,,,,,,,,,,,,,,,,0.611177,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28612,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,BRS,,,,,,,,,,3,4,4,,,,,,,,,,1601.888888,1363.741293,1430.337209,,,,,,,,,,,,,,,,,,,,,,,,0.642793,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28613,05-Sep-17,,Nordia - Saguenay,ONSHORE,28,1,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,,,,,,,,,,,,,Loyalty Inbound,,,
EZ28614,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,121,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,4,4,4,,,,,,,,,,1553.949275,1226.890625,1100.659217,,,,,,,,,,,,,,,,,,,,,,,,0.577068,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28615,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,,4,4,4,,,,,,,,,,2004.593984,1505.474452,1706.129807,,,,,,,,,,,,,,,,,,,,,,,,0.672952,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28624,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,SB,,,,,,,,,,4,3,4,,,,,,,,,,1180.613861,858.964646,873.969432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,SB Sales,SB Sales,,,,,,,,,,Sales,Sales,Sales,Sales
EZ28625,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,69,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,SB,,,,,,,,,,1,2,,,,,,,,,,,1074.161616,693.041666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,,,,,,,,,,,,Sales,Sales,,
EZ28626,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,39,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,SB,,,,,,,,,,2,,,,,,,,,,,,716.636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,,,,,,,,,,,,,Sales,,,
EZ28627,05-Sep-17,,Nordia - Montreal,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,,,,,,,,,,,,,Sales,,,
EZ28632,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,60,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,SB,,,,,,,,,,4,4,,,,,,,,,,,1288.693333,723.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,,,,,,,,,,,,Sales,Sales,,
EZ28635,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,SB,,,,,,,,,,1,2,,,,,,,,,,,1372.841463,774.691275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,SB Sales,SB Sales,,,,,,,,,,Sales,Sales,Sales,Sales
EZ28636,05-Sep-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED,BRS,,,,,,,,,,4,4,3,,,,,,,,,,1797.355555,1195.927152,1201.777777,,,,,,,,,,,,,,,,,,,,,,,,0.636011,,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ28638,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,0,0,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,STRONGLY RECOMMENDED,SB,,,,,,,,,,1,1,2,,,,,,,,,,1345.849462,1022.923469,1463.159836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,SB Sales,SB Sales,,,,,,,,,,Sales,Sales,Sales,Sales
EZ28639,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,SB,,,,,,,,,,3,1,3,,,,,,,,,,1366.08421,1077.920398,1281.21028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,SB Sales,SB Sales,,,,,,,,,,Sales,Sales,Sales,Sales
EZ28641,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,72,1,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,SB,,,,,,,,,,1,4,,,,,,,,,,,1041.070588,665.958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,,,,,,,,,,,,Sales,Sales,,
EZ28642,05-Sep-17,Nordia,Nordia - Montreal,ONSHORE,72,1,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,SB,,,,,,,,,,4,4,,,,,,,,,,,1122.978947,1046.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB Sales,SB Sales,,,,,,,,,,,,Sales,Sales,,
EZ28653,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28654,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,50,1,PASS,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,,,,,,,,,,,,,Collection Inbound,,,
EZ28655,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28659,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28672,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Inbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Inbound
EZ28675,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Inbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Inbound
EZ28676,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound
EZ28677,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound
EZ28678,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound
EZ28679,06-Sep-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-218,-190,-159,-129,-98,-68,-37,-6,24,55,85,116,-128,RECOMMENDED WITH RESERVATION,BRS,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Inbound,,,,,,,,,,Collection Outbound,Collection Outbound,Collection Outbound,Collection Inbound
EZ28691,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28694,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28709,12-Sep-17,Nordia,Nordia - Sherbrooke,ONSHORE,36,1,PASS,-224,-196,-165,-135,-104,-74,-43,-12,18,49,79,110,-134,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,4,,,,,,,,,,,,960.171428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCS,,,,,,,,,,,,,Sales,,,
EZ28710,12-Sep-17,Nordia,Nordia - Sherbrooke,ONSHORE,86,1,PASS,-224,-196,-165,-135,-104,-74,-43,-12,18,49,79,110,-134,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,4,3,,,,,,,,,,,701.309764,431.942959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCS,NCS,NCS,,,,,,,,,,,Sales,Sales,Sales,
EZ28711,12-Sep-17,Nordia,Nordia - Sherbrooke,ONSHORE,0,0,FAIL,-224,-196,-165,-135,-104,-74,-43,-12,18,49,79,110,-134,NOT RECOMMENDED,BM,,,,,,,,,,4,4,3,,,,,,,,,,804.33916,546.923676,455.408613,,,,,,,,,,,,,,,,,,,,,,,,0.99016,,,,,,,,,,NCS,NCS,NCS,NCS,,,,,,,,,,Sales,Sales,Sales,Sales
EZ28712,12-Sep-17,,Nordia - Sherbrooke,ONSHORE,0,0,PASS,-224,-196,-165,-135,-104,-74,-43,-12,18,49,79,110,-134,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCS,,,,,,,,,,,,,Sales,,,
EZ28738,05-Sep-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-217,-189,-158,-128,-97,-67,-36,-5,25,56,86,117,-127,NOT RECOMMENDED,BRS,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ28765,01-Oct-17,Sitel,Sitel - Rabat,OFFSHORE,0,0,PASS,-243,-215,-184,-154,-123,-93,-62,-31,-1,30,60,91,-153,STRONGLY RECOMMENDED,BRS,,,,,,,,,,3,1,1,,,,,,,,,,672.805676,622.721649,626.488616,,,,,,,,,,0.623894,0.606825,0.564602,,,,,,,,,,,,0.885088,,,,,,,,,,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
EZ28766,04-Sep-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-216,-188,-157,-127,-96,-66,-35,-4,26,57,87,118,-126,NOT RECOMMENDED,BRS,,,,,,,,,3,1,1,2,,,,,,,,,1637,808.121848,811.781758,701.858002,,,,,,,,,0.681819,0.63482,0.647841,0.63145,,,,,,,,,,,,0.959048,,,,,,,,,,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,,,,Care,Care,Care,Care
